id,allelectrons_Total,density_Total,allelectrons_Average,val_e_Average,atomicweight_Average,ionenergy_Average,el_neg_chi_Average,R_vdw_element_Average,R_cov_element_Average,zaratio_Average,density_Average,Hardness
16,214.0,26.092,22.4,5.2,53.4902975,11.33044,2.8280000000000003,1.7400000000000002,0.96,0.4775399999999999,4.30067,2.5
17,80.0,3.7468275,10.0,4.5,20.9940862215,11.100835,2.6,1.7095,0.85,0.4912240000000001,0.53898,5.5
18,50.0,8.505991999999999,10.0,4.8,20.2988926326,10.565180000000002,2.7030000000000003,1.6980000000000002,0.8800000000000001,0.496379,0.68424,5.5
19,112.0,15.232328,24.66666666666667,6.0,55.64164,11.239316666666667,2.736666666666667,1.7283333333333335,0.9683333333333334,0.477685,3.11002,4.5
20,105.0,8.42666,10.0,4.8,21.989468,10.565180000000002,2.755,1.7120000000000002,0.86,0.4930319999999999,0.59473,6.0
21,884.0,160.28400000000005,35.51724137931035,3.1724137931034484,80.07104137931034,8.786179310344828,2.165238095238095,1.9085714285714288,1.1641379310344828,0.463504285714286,6.16352,2.5
22,0.0,0.75543333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80454,2.5
23,58.0,11.463996000000002,19.0,4.0,39.568056,9.8771,2.455,1.88,1.14,0.476095,1.89676,4.0
24,126.0,12.56632,7.5625,3.71875,15.69310028,12.33182,2.6,1.52,0.7118749999999999,0.70831875,0.69605,3.8
25,208.0,17.05539975,9.454545454545457,4.454545454545454,18.965812659090904,11.288818181818185,2.76454545454545,1.66,0.8718181818181818,0.4980028181818182,0.8229,6.0
26,90.0,11.354575,18.0,4.8,39.987666666666655,12.63188,2.8355,1.5759999999999998,0.728,0.5568373333333334,2.74155,3.8
27,286.0,40.747992,42.8,5.0,102.82756,9.1302,2.182,1.93,1.29,0.447885,5.0988,3.3
28,100.0,15.55,50.0,4.0,117.386335,9.65936,2.24,2.0975,1.1800000000000002,0.447885,7.316,2.5
29,50.0,3.253996,10.0,5.0,20.016938,12.18425,2.752,1.6880000000000002,0.945,0.499726,0.68417,3.3
30,96.0,8.42666,12.0,4.75,24.50301875,11.1479375,2.705,1.765,0.945,0.49463625,1.76405,5.0
31,114.0,11.463996000000002,18.0,4.4,40.689515,11.11696,2.7380000000000004,1.7420000000000002,0.928,0.474714,2.2928,6.0
32,112.0,13.044328,22.0,4.666666666666667,50.61352,11.63995,2.8266666666666667,1.7166666666666668,0.915,0.4747266666666667,2.18789,5.8
33,82.0,19.382,31.1,4.8,74.71870600000003,9.65936,2.0200000000000005,1.904,1.1840000000000002,0.448895,6.64,2.5
34,72.0,1.7431599999999998,8.0,4.8,16.862137999999998,11.509916,2.825,1.626,0.828,0.4874375,0.67922,6.0
35,46.0,7.134331999999999,11.6,4.8,23.231818,11.11696,2.7960000000000003,1.7020000000000004,0.86,0.4927359999999999,1.95335,6.0
36,43.0,7.4428315,8.6,4.0,17.7903568,11.43734,2.755,1.6310000000000002,0.828,0.498984,0.56349,2.5
37,128.0,11.463996000000002,12.8,4.8,26.385218,11.38168,2.81,1.7400000000000002,0.86,0.49282,1.26278,6.3
38,106.0,11.463996000000002,35.36,4.8,72.2365,10.13144,2.352,1.8200000000000005,1.104,0.475566,5.50017,2.0
39,144.0,15.55,48.0,4.0,116.3255,10.39875,2.24,2.015,1.1800000000000002,0.448895,7.775,2.0
40,236.18,24.574384,23.6,4.8,49.204038,10.59066,2.7060000000000004,1.8590000000000004,0.958,0.4673040000000001,4.28689,2.0
41,30.0,1.7428315,6.0,4.0,11.7051,11.7051,2.6725000000000003,1.495,0.71,0.6184925,0.69207,2.5
42,362.0,3.883996,8.7,4.7,16.862137999999998,11.95216,2.682,1.495,0.71,0.491678,0.61167,5.5
43,126.0,13.385996,25.2,5.6,58.30341800000001,11.61422,2.884,1.736,0.944,0.467568,4.57578,2.8
44,100.0,8.841328,10.0,5.333333333333333,20.325236749666672,11.754416666666666,2.938333333333333,1.7166666666666668,0.8933333333333332,0.4966916666666667,0.8488,6.5
45,80.0,5.686908,10.0,5.0,20.255278375,11.70255,2.79,1.66,0.8525,0.4931925,0.86162,6.3
46,90.0,11.437322,21.5,4.0,50.1811,10.0743,2.53,1.825,1.165,0.4789899999999999,1.24533,3.0
47,66.0,4.542664,12.666666666666664,4.666666666666667,26.621686666666665,11.354766666666668,2.806666666666666,1.75,0.98,0.4865066666666666,1.24267,5.8
48,144.0,8.941324,12.0,4.8,24.033618,11.17714,2.675,1.736,0.936,0.491678,0.85401,6.0
49,196.0,20.855328,24.66666666666667,4.666666666666667,53.05033333333333,11.795966666666668,2.8480000000000003,1.7283333333333335,0.98,0.4736966666666666,4.57578,6.0
50,100.0,7.558488000000001,8.0,5.0,16.583821666666665,12.415846666666669,2.77,1.4508333333333334,0.71,0.6184925,0.65972,3.5
51,151.0,22.98,50.33333333333334,4.333333333333333,121.02273333333332,8.5318,2.043333333333333,2.0766666666666667,1.366666666666667,0.4169199999999999,0.75193,1.8
52,108.0,7.558488000000001,10.8,4.8,21.654418,10.59066,2.684,1.7880000000000005,0.958,0.498454,0.4966,6.0
53,20.0,0.97258,10.0,4.0,20.9940862215,11.28095,2.455,1.87,1.55,0.48273,0.45291,2.3
54,92.0,6.697992,9.2,4.8,18.439538,11.79886,2.805,1.656,0.8480000000000001,0.4991960000000001,0.51772,3.5
55,256.0,23.627328,12.0,4.625,24.514919904761907,11.1994,2.782857142857144,1.7265625,0.8503448275862068,0.493379375,0.91457,5.5
56,82.0,13.385996,23.6,4.8,49.204038,11.33044,2.884,1.736,0.946,0.4673040000000001,2.62853,6.0
57,108.0,11.463996000000002,44.0,5.6,108.295515,10.75912,2.572,1.796,1.028,0.476196,5.00311,2.0
58,108.0,18.20589925,18.0,4.0,37.346215,11.4348,2.79,1.732,0.98,0.4862650000000001,2.37558,6.0
59,43.0,7.44274775,10.75,3.75,22.212725,12.18425,2.7275,1.545,0.71,0.61443,1.06784,5.0
60,36.0,0.8649950000000001,18.0,4.0,37.346215,8.65415,1.99,2.25,1.5,0.48273,0.37005,2.0
61,582.0,61.671971,23.5,4.4,49.224449375000006,11.20276,2.8340000000000005,1.7880000000000005,0.939,0.4704,4.5665,6.0
62,131.0,26.745328000000004,15.5,5.0,33.47491111111115,11.2869,2.786666666666666,1.7166666666666668,0.8933333333333332,0.4865066666666666,1.70155,5.5
63,116.0,8.337992,10.4,4.8,21.9893120372,10.73364,2.6184,1.66,0.91,0.491714,0.49717,5.5
64,92.0,8.147992,8.92,4.7,16.497559999999996,12.20004,2.8280000000000003,1.648,0.694,0.498984,0.77525,3.8
65,1894.0,25.021992,7.944444444444445,4.388888888888889,16.210698944222223,11.467522222222224,2.688333333333333,1.5444444444444445,0.7355555555555555,0.6016088888888889,0.54957,2.5
66,30.0,2.3326640000000003,10.333333333333334,5.333333333333333,20.02735333333333,11.795966666666668,2.9266666666666663,1.7133333333333336,0.8066666666666666,0.4995066666666667,1.42823,7.0
67,30.0,2.70174775,7.5,4.0,14.996859625,11.7051,2.6725000000000003,1.495,0.71,0.6184925,0.56215,3.8
68,192.0,15.751995999999998,48.0,4.0,114.97573,8.21315,2.295,2.045,1.36,0.448895,7.715,2.5
69,246.0,24.150564000000003,23.0,4.8,49.204038,10.59066,2.644,1.7775000000000003,0.946,0.48827,3.1504,2.8
70,250.0,14.7341515,12.8,4.8,25.386556894,11.14446,2.352,1.732,0.8640000000000001,0.4820359999999999,1.22872,3.8
71,56.0,9.683996,12.8,4.8,26.385218,11.38168,2.8240000000000003,1.682,0.8240000000000001,0.48855,1.83476,2.5
72,106.0,19.189144,22.8,4.8,47.3154225304,11.61422,2.8240000000000003,1.711,0.9229999999999998,0.483071455,3.17705,4.5
73,38.0,1.55316,12.666666666666664,4.666666666666667,26.024935442,13.652933333333332,2.986666666666667,1.75,0.98,0.4821566666666666,1.3748,4.0
74,58.0,7.441332000000001,18.0,5.0,39.466738,10.59066,2.545,1.765,0.905,0.476095,1.05605,7.3
75,36.0,3.55,18.0,4.0,36.0685,8.2366,1.79,2.055,1.39,0.499,1.42396,4.0
76,80.0,7.734660000000001,10.0,4.0,20.255278375,11.026725,2.79,1.6725,0.8525,0.495275,1.02525,7.5
77,582.0,73.79013549999998,10.875,4.625,22.206043325,10.85110625,2.6703125,1.788125,0.94625,0.475902775,0.42774,3.8
78,96.0,15.55,48.0,2.0,116.3255,10.39875,2.24,2.015,1.1800000000000002,0.448895,7.66,3.0
79,192.0,38.191,48.0,2.0,111.34115,8.12415,1.96,2.0975,1.37,0.4315125,0.45749,3.8
80,128.0,20.415992000000006,12.8,4.8,26.385218,11.38168,2.81,1.7400000000000002,0.98,0.489272,3.52072,6.0
81,196.0,26.090000000000003,24.5,4.5,53.4902975,9.8771,2.295,1.825,1.12,0.4743239999999999,4.74,2.5
82,55.0,9.577996,11.6,4.8,23.170338,12.0034,2.8280000000000003,1.662,0.782,0.4930319999999999,1.12352,2.8
83,6.0,1.7,6.0,4.0,11.663548,11.70255,2.58,1.495,0.71,0.49954,0.58543,10.0
84,131.0,20.855328,21.0,4.666666666666667,50.54252,11.706466666666666,2.806666666666666,1.7133333333333336,0.92,0.4737466666666667,4.5665,5.8
85,235.0,24.70666,23.5,5.5,65.80676874999999,11.6604875,2.9225000000000003,1.68,1.1,0.47382125,3.08833,1.8
86,296.0,17.215328,28.1904761904762,5.0,67.4408980952381,11.565052380952382,2.76,1.70952380952381,0.9642857142857144,0.4604228571428571,3.47589,3.0
87,108.0,11.351332,36.0,6.0,90.2267,10.629,2.675,1.745,0.9559999999999998,0.47907,3.3354,2.5
88,74.0,20.362,24.66666666666667,4.0,53.05033333333333,9.159866666666668,2.18,1.913333333333333,1.2133333333333332,0.4488266666666667,4.52755,3.8
89,114.0,14.883996000000002,12.8,5.6,26.1647257,10.565180000000002,2.708,1.648,0.8800000000000001,0.4927359999999999,2.8386,6.0
90,202.0,22.81264,20.2,5.6,47.3154225304,11.38168,2.81,1.7420000000000002,0.86,0.478464,3.52072,6.0
91,96.0,13.35,12.0,4.0,24.50301875,10.629,2.545,1.925,0.905,0.4911100000000001,1.25093,3.8
92,347.0,32.73539975,42.25,5.375,93.8846,9.370384,2.53,1.8153125,1.01125,0.4391649999999999,5.56317,3.5
93,80.0,7.734660000000001,10.0,5.0,20.255278375,11.026725,2.79,1.6725,0.8525,0.495275,0.73425,7.5
94,100.0,8.885992,10.0,4.8,20.077018,11.33044,2.754,1.7420000000000002,0.86,0.498454,0.94589,5.5
95,108.0,7.134331999999999,10.5,4.8,21.654418,11.17714,2.7270000000000003,1.767,0.91,0.498454,0.7176,6.0
96,66.0,9.577996,13.8,4.8,27.188418,10.629,2.572,1.79,0.956,0.4660609999999999,1.50239,5.5
97,86.0,5.203996,11.6,4.8,22.521871850000004,11.43734,2.752,1.727,0.946,0.490932,0.80631,3.5
98,42.0,5.401996,20.4,4.8,43.498522,12.59399,2.8280000000000003,1.66399999999998,0.946,0.475954,2.32089,5.0
99,42.0,0.0,0.0,4.0,0.0,0.026725,2.7270000000000003,1.767,0.0,0.0,0.80212,6.0
100,136.0,8.359328,10.83333333333336,5.166666666666667,20.02735333333333,11.749633333333335,2.806666666666666,1.7166666666666668,0.89,0.4966916666666667,0.74511,5.5
101,224.0,10.065992,11.6,4.8,23.170338,10.98774,2.752,1.7420000000000002,0.8699999999999999,0.4931705,1.10889,6.0
102,196.0,30.92,24.5,5.5,53.4902975,9.273855,2.295,1.88,1.14,0.4697149999999999,0.99311,3.8
103,100.0,15.43,50.0,4.0,117.386335,9.01375,2.295,2.045,1.36,0.42668,0.45758,2.5
104,124.0,21.124328,22.83333333333333,4.666666666666667,47.98568666666667,11.408266666666668,2.9266666666666663,1.7566666666666666,0.98,0.4722666666666666,5.118,2.8
105,112.0,13.611328000000002,13.422222222222222,4.4444444444444455,27.60901666666668,12.053727777777777,2.986666666666667,1.7813333333333332,0.9766666666666666,0.4837688888888889,2.2928,6.0
106,72.0,10.209328,12.0,4.666666666666667,24.654186666666664,11.754416666666666,2.915,1.7033333333333334,0.8233333333333333,0.4940200000000001,1.17448,6.0
107,200.0,17.053984,10.0,4.0,20.322035645125,12.4096875,2.81875,1.60125,0.91,0.4927189999999999,0.77105,5.3
108,6.0,1.7,6.0,4.0,12.0096,11.2603,2.55,1.7,0.75,0.49954,0.13266,10.0
109,185.0,11.351332,27.6,4.8,65.80676874999999,11.026725,2.53,1.88,0.944,0.4775399999999999,3.8764,3.8
110,80.0,7.736488,8.888888888888891,4.4444444444444455,17.774554444444444,11.458755555555555,2.8522222222222213,1.7266666666666666,0.8277777777777778,0.4801544444444445,1.06784,8.5
111,93.0,26.090000000000003,31.1,4.8,69.59212799999999,9.65936,1.98,1.907,1.1925,0.448895,6.46538,2.3
112,108.0,8.337992,10.0,4.8,20.077018,11.33044,2.7060000000000004,1.6780000000000002,0.914,0.498984,0.70966,6.0
113,38.0,8.359328,18.666666666666668,5.333333333333333,41.08166000000001,11.354766666666668,2.806666666666666,1.7233333333333334,0.92,0.4865066666666666,2.8386,6.5
114,62.0,6.394996,20.33333333333333,4.666666666666667,46.52035333333333,11.234699999999998,2.865,1.7166666666666668,0.92,0.4878333333333333,1.95335,4.3
115,46.0,5.191326,17.713971397139716,4.631578947368421,40.00710326190475,10.88956585365854,2.872631578947369,1.7146341463414634,0.9406349206349206,0.4781242105263158,4.57578,5.8
116,56.0,7.558488000000001,10.6,4.8,20.2988926326,12.04083,2.752,1.6880000000000002,0.9380000000000002,0.4927189999999999,1.8288,3.8
117,92.0,7.558488,9.96,4.44,18.5465357192,12.04083,2.825,1.626,0.9368,0.4927189999999999,0.69519,6.0
118,100.0,7.558488,10.0,4.8,20.2988926326,12.04083,2.755,1.6309999999999998,0.828,0.5570996000000001,0.67383,5.5
119,884.0,121.42,35.36,5.28,82.56124,9.370384,2.298,1.9072,1.2,0.4618992,5.50017,2.5
120,100.0,7.558488000000001,10.6,4.8,20.793611398,11.33182,2.826,1.6800000000000002,0.8640000000000001,0.4991960000000001,0.74876,5.5
121,36.0,3.55,18.0,4.0,36.0685,8.2366,1.79,2.055,1.39,0.49897,1.0359,4.0
122,98.0,15.593,49.0,5.0,119.6295,9.05335,2.24,2.015,1.1800000000000002,0.448895,8.795,2.3
123,100.0,20.29466,28.8,5.6,67.9394,10.75912,2.904,1.904,1.165,0.4673040000000001,3.26959,2.5
124,86.0,5.62148,8.6,4.8,17.7903568,12.59399,2.68,1.592,0.7380000000000001,0.5900399999999999,0.58344,4.3
125,68.0,6.017992000000003,13.6,4.8,29.568292,12.30176,2.884,1.654,0.774,0.499726,1.70601,3.5
126,192.0,13.385996,15.2,4.8,31.937418,11.14446,2.7740000000000005,1.7280000000000002,0.9,0.4820359999999999,1.15072,6.0
127,108.0,1.7957991999999998,10.8,4.8,21.82420185,11.023840000000002,2.644,1.794,0.96,0.499514,0.79955,5.8
128,219.0,41.181992,24.66666666666667,4.4444444444444455,57.08166000000001,11.634466666666668,2.953333333333333,1.7333333333333334,0.9155555555555556,0.4705633333333334,4.57578,6.0
129,112.0,13.897328,17.2,4.8,39.466738,11.64556,2.752,1.676,0.912,0.478464,1.89676,5.3
130,176.0,9.93196,8.88,4.4,18.5863611398,11.33044,2.7060000000000004,1.6780000000000002,0.892,0.4911100000000001,0.48629,6.0
131,70.0,5.815328000000001,10.0,4.571428571428571,20.323313857142857,12.6117142857143,2.6128571428571425,1.6414285714285717,0.8842857142857142,0.4939185714285714,0.51006,2.3
132,138.0,16.676996,10.0,4.8,20.077018,11.33044,2.7960000000000003,1.7280000000000002,0.8800000000000001,0.498454,0.93524,3.8
133,70.0,3.555328,4.666666666666667,3.2,8.808713333333333,13.51252,2.668,1.3186666666666669,0.5053333333333333,0.7623686666666668,0.13389,2.3
134,108.0,16.864992,31.1,5.0,70.86454624999998,9.1312,1.985,1.88,1.1949999999999998,0.467568,3.958,2.5
135,38.0,10.082327,12.666666666666664,4.666666666666667,26.621686666666665,11.496916666666666,2.8249999999999997,1.7266666666666666,0.8083333333333332,0.4865066666666666,1.31763,6.3
136,242.0,59.27039175,11.6,4.6,24.085483,12.22274,2.68,1.592,0.836,0.59942625,1.7909,5.0
137,58.0,6.542664,19.33333333333333,4.666666666666667,39.987666666666655,11.8264,2.33,1.7,0.92,0.4463566666666667,1.02525,2.5
138,790.0,105.514,39.5,5.6,93.78445,9.273855,2.279,1.9072,1.2145,0.457149,5.10922,2.8
139,322.0,22.81264,20.2,4.0,47.3154225304,12.0034,3.443,1.662,0.642,0.460005,1.99192,2.5
140,82.0,12.33742425,35.0,5.5,83.46173333333333,9.6769,2.295,1.97,1.36,0.42668,3.88539,2.8
141,86.0,6.674328,14.5,5.166666666666667,30.645953666333327,11.522283333333334,2.865,1.7166666666666668,0.8933333333333332,0.48449,1.47116,4.8
142,92.0,10.207992,11.3,4.75,22.212725,10.93895,2.755,1.7420000000000002,0.91,0.4907199999999999,0.93396,6.8
143,86.0,8.841328,14.333333333333336,5.333333333333333,30.61252,11.354766666666668,2.806666666666666,1.7166666666666668,0.89,0.4821566666666666,1.35155,5.5
144,100.0,10.207996,10.0,4.8,20.2988926326,11.33044,2.682,1.743,0.86,0.4927359999999999,0.94771,6.0
145,50.0,5.401996,10.0,4.8,20.016938,12.30176,2.774,1.648,0.8800000000000001,0.491714,1.0804,5.5
146,622.0,41.060299,22.4,4.8,50.1811,10.993994000000002,2.757,1.736,0.944,0.467568,4.57578,5.5
147,100.0,5.203996,10.0,4.8,20.2988926326,11.17714,2.755,1.6309999999999998,0.86,0.4927389999999999,0.67383,5.5
148,38.0,1.7431599999999998,12.666666666666664,5.333333333333333,26.024935442,13.652933333333332,2.9266666666666663,1.5566666666666666,0.8666666666666666,0.48039,1.96268,4.8
149,110.0,23.0,50.33333333333334,4.666666666666667,121.02273333333332,8.604266666666666,2.073333333333333,2.0966666666666662,1.366666666666667,0.42632,7.715,2.5
150,80.0,7.558488000000001,10.0,4.8,20.2988926326,12.04083,2.755,1.75,0.91,0.4927189999999999,0.7176,5.5
151,58.0,11.874,19.33333333333333,4.0,39.987666666666655,9.5408,2.33,1.88,1.1366666666666667,0.4878333333333333,1.36058,5.8
152,222.0,41.181992,25.88888888888889,4.4444444444444455,57.08166000000001,11.132102222222226,2.8377777777777777,1.7633333333333334,0.9733333333333332,0.47783,4.5665,6.0
153,410.0,32.98438375,9.761904761904765,4.714285714285714,19.681982919523808,11.65177619047619,2.813809523809524,1.6861904761904758,0.8271428571428572,0.5203414285714286,0.8229,5.8
154,82.0,13.89,41.0,4.0,95.225235,9.08885,2.28,1.97,1.29,0.437,6.31755,2.5
155,52.0,4.073996,9.857142857142858,4.571428571428571,18.5863611398,11.38162857142858,2.661428571428572,1.6128571428571428,0.8614285714285715,0.486791428571429,0.81739,7.8
156,72.0,10.803992,14.0,5.0,30.61252,10.6397,2.8680000000000003,1.7,0.8525,0.48502,1.05428,7.5
157,30.0,2.70174775,7.5,4.0,14.996859625,11.7051,2.6725000000000003,1.495,0.71,0.6184925,2.28126,2.5
158,138.0,13.747992000000002,12.6,4.8,24.789618,11.023840000000002,2.644,1.794,0.892,0.498454,1.03881,6.0
159,112.0,13.053996,22.4,5.6,53.441338,12.0863,2.934,1.656,0.8480000000000001,0.47907,2.04102,3.3
160,200.0,7.767992,7.4,4.4,15.69310028,10.73364,2.7380000000000004,1.550999999995,0.642,0.6456218,0.4325,6.8
161,131.0,24.529328,21.83333333333333,4.666666666666667,50.1315,11.8264,2.8316666666666666,1.717666666666667,0.9666666666666668,0.4736966666666666,4.52755,6.0
162,163.0,23.346328,25.33333333333333,4.666666666666667,55.64164,11.667433333333332,2.8716666666666666,1.7166666666666668,0.9733333333333332,0.4729766666666666,2.74155,4.8
163,38.0,1.55316,12.666666666666664,5.333333333333333,26.024935442,13.652933333333332,2.986666666666667,1.75,0.98,0.4821566666666666,1.05333,4.0
164,70.0,7.143328,10.0,4.285714285714286,20.323313857142857,10.421514285714286,2.6871428571428573,1.6857142857142855,0.897142857142857,0.4899542857142857,1.89676,2.5
165,38.0,10.96,19.33333333333333,5.333333333333333,39.987666666666655,9.2708,2.3816666666666664,1.9433333333333327,1.1933333333333334,0.4878333333333333,1.9368,4.8
166,311.0,47.231992,31.5,4.25,70.86454624999998,9.251425,1.985,1.9072,1.2145,0.462985,6.5225,2.0
167,30.0,1.7431599999999998,10.0,5.333333333333333,20.766935442,11.75455,2.9266666666666663,1.5566666666666666,0.8666666666666666,0.4878333333333333,0.75193,6.0
168,58.0,3.883996,11.6,4.8,23.231818,11.023840000000002,2.644,1.794,0.96,0.499514,0.71879,4.8
169,86.0,9.133,20.0,4.0,43.498522,10.0743,2.115,1.905,1.12,0.479965,4.4815,3.8
170,131.0,18.952664,21.83333333333333,4.333333333333333,49.50308166666667,11.711716666666668,2.9466666666666668,1.736,0.9483333333333334,0.4758883333333334,4.57578,6.5
171,134.0,13.053996,22.0,5.0,48.7195,12.0863,2.33,1.662,0.836,0.4743239999999999,1.86581,3.5
172,60.0,7.4428315,12.0,4.8,24.033618,12.63188,2.5660000000000003,1.626,0.96,0.490654,1.54573,3.8
173,72.0,4.075328000000002,13.333333333333336,4.666666666666667,27.95135333333333,11.33182,2.855,1.7,0.8799999999999999,0.48824999999999,1.05333,6.3
174,114.0,22.886328,16.285714285714285,4.285714285714286,34.43801714285714,11.381628571428571,2.724285714285714,1.7385714285714289,0.897142857142857,0.4842842857142857,2.2928,6.0
175,124.0,13.355328,20.666666666666668,5.0,46.44374833333333,11.674016666666668,2.901666666666667,1.875,0.92,0.4844733333333333,4.30067,5.5
176,410.0,32.807971,10.0,4.78125,20.18188193025,10.988671875,2.6118750000000004,1.794375,0.94625,0.493379375,0.70941,5.5
177,220.0,41.181992,24.444444444444446,4.666666666666667,57.08166000000001,11.634466666666668,2.83,1.7333333333333334,0.9155555555555556,0.4747266666666667,4.57578,6.0
178,146.0,8.862328,24.5,5.0,68.16233625,11.6104,2.8487500000000003,1.788125,0.94625,0.468765,1.86069,6.5
179,100.0,7.767992,10.0,5.0,20.15577185,11.64556,2.825,1.714,0.882,0.495275,0.6267,4.3
180,46.0,10.65,23.0,4.0,48.7195,9.706,2.295,1.955,1.22,0.4743239999999999,5.325,2.5
181,74.0,9.683996,14.4,4.8,31.574635600000004,10.75912,2.684,1.732,0.9,0.48827,0.26619,6.3
182,60.0,7.4428315,10.0,5.333333333333333,20.325236749666672,12.602366666666668,2.98,1.714,0.89,0.4895066666666667,1.86069,4.0
183,108.0,8.505991999999999,10.8,4.8,20.077018,11.33044,2.7060000000000004,1.6780000000000002,0.892,0.4927189999999999,0.67922,5.5
184,36.0,8.841328,18.0,4.0,37.346215,10.629,2.67,1.745,0.905,0.48855,0.85549,5.5
185,114.0,7.767992,14.4,4.8,30.341818,10.629,2.694,1.75,0.914,0.48273,1.027,5.5
186,280.0,25.721328,24.66666666666667,4.333333333333333,50.1315,11.33182,2.77,1.6866666666666663,0.9966666666666668,0.4737466666666667,4.5665,3.0
187,42.0,7.44274775,7.5,4.0,14.996859625,11.7051,2.6725000000000003,1.495,0.71,0.6184925,0.7901,4.0
188,250.0,38.109964,10.545454545454543,4.909090909090909,21.21188622727273,11.2520375,2.69545454545455,1.7636363636363634,0.8925,0.4972259090909091,0.51006,5.3
189,116.0,9.143996,11.0,4.8,24.789618,11.61422,2.752,1.736,0.946,0.48855,1.03544,6.0
190,28.0,0.973995,14.0,4.0,29.21788464,9.01375,2.295,2.045,1.36,0.42668,0.6795,2.0
191,74.0,13.385996,23.0,4.8,49.496,9.08885,2.24,1.88,1.1949999999999998,0.4776649999999999,3.958,3.8
192,126.0,13.385996,25.2,5.6,58.30341800000001,11.61422,2.884,1.662,0.828,0.467568,2.62853,2.3
193,63.0,12.324,12.0,4.0,26.2038268,12.12276,2.8480000000000003,1.6520000000000004,0.8640000000000001,0.5568373333333334,1.12352,5.5
194,46.0,8.42666,23.0,4.0,49.496,10.629,2.665,1.7775000000000003,0.945,0.4743239999999999,1.46035,4.0
195,100.0,5.203996,10.0,4.8,20.9941265318,12.59399,2.675,1.736,0.964,0.475954,0.49717,2.5
196,87.0,20.834,21.75,3.75,45.87725,9.0872,2.2225,1.9,1.135,0.4789899999999999,2.9768,3.8
197,82.0,12.417996,42.8,5.6,102.82756,9.1302,2.352,1.8200000000000005,1.104,0.447885,2.95341,2.0
198,255.44,24.945976,11.384615384615383,4.782608695652174,23.70020296273016,10.953163846153846,2.55,1.701304347826085,0.8597826086956522,0.4936504347826087,1.46035,5.0
199,100.0,7.5581595,8.0,4.418803418803419,16.120079066666666,11.666308333333332,2.5725,1.590704647676162,0.8183333333333332,0.5485311111111112,0.65306,6.5
200,102.0,17.623983999999997,12.2,4.8,25.386556894,10.78917,2.752,1.7880000000000005,0.946,0.485063,1.80256,6.0
201,36.0,8.903332,18.0,4.0,37.346215,10.629,2.675,1.736,0.905,0.48855,1.3124,5.5
202,156.0,23.346328,26.0,5.166666666666667,61.11733333333334,11.771733333333335,2.885,1.7266666666666666,0.9233333333333332,0.4704,3.8764,5.5
203,112.0,13.551332,18.666666666666668,4.5,40.968055,11.279666666666666,2.763333333333333,1.7633333333333334,0.98,0.4800083333333334,1.775,6.0
204,108.0,10.507072,10.8,5.6,20.492449117625004,11.023840000000002,2.884,1.904,0.928,0.4957955,1.66969,6.8
205,100.0,6.073996,9.0,4.8,18.60817185,11.79886,2.7960000000000003,1.7280000000000002,0.8959999999999999,0.4991960000000001,0.66533,3.5
